3.984130,2.993421,4.484237,2.250866,5.137058,2.417291,-0.899765,-0.075891,0.549119,-0.701100,0.452592,-0.071622,
3.648651,2.583623,4.179904,2.591055,4.632940,2.275108,-0.816531,0.279334,0.791859,-0.744516,0.431015,-0.058383,
4.266710,1.801214,4.531857,2.330694,6.838362,1.238202,-0.751799,0.125543,0.653802,-0.718494,0.186663,0.044943,
4.449962,1.426909,4.555358,1.800489,7.155643,1.178273,-0.547356,0.496740,0.290726,-0.594222,0.123027,0.129619,
3.650011,1.241478,3.949021,1.869741,6.012411,1.654225,-0.324914,0.601600,0.625001,-0.643372,0.224549,0.050246,
3.830612,0.699094,4.240892,1.276953,6.850094,1.469807,-0.599529,0.735958,0.416679,-0.509283,0.063490,0.102971,
3.657616,0.705394,3.851000,1.431773,6.619790,1.644077,-0.759698,0.458434,0.599577,-0.638569,0.058030,0.062708,
4.141146,0.639470,3.819691,1.689395,6.373191,0.995392,-1.385472,0.061886,0.382853,-0.770760,-0.008102,0.042048,
4.341699,0.536129,3.657038,2.068818,6.019339,0.859731,-1.455406,0.155725,0.048744,-0.946281,-0.003766,0.028956,
4.746438,-0.056720,3.818921,1.754265,5.984194,0.422894,-1.800647,0.619726,-0.785752,-0.920515,-0.033612,-0.020402,
4.542024,0.169356,2.553229,1.891135,5.224730,0.193371,-1.911757,0.554638,-0.970795,-1.071632,0.025538,-0.044329,
4.655411,-0.063665,2.413620,1.491620,4.795715,-0.187335,-2.110389,0.310405,-1.095125,-1.150850,-0.026014,-0.028168,
4.841313,-0.143901,2.515752,1.237629,4.359522,-0.367221,-2.379162,0.096936,-1.214598,-1.324708,-0.027347,-0.005838,
5.255466,-0.775438,2.964794,0.741609,4.104152,-0.122617,-2.564228,0.363136,-1.457710,-1.473056,0.059173,-0.001936,
4.934864,-0.520596,2.489331,0.703116,4.122436,-0.541379,-2.716017,0.366171,-1.465445,-1.372559,0.041125,-0.026295,
4.934485,-0.510239,2.174602,0.550416,4.006062,-0.949007,-2.891697,0.444279,-1.530150,-1.259064,0.035187,-0.047434,
5.289011,-0.619619,1.755237,0.255304,3.432426,-1.156509,-2.897679,0.566058,-1.677676,-1.325223,0.082577,-0.018722,
5.794900,-0.803491,1.865692,-0.318584,2.953086,-1.452820,-3.097785,0.448681,-1.712336,-1.376597,0.097655,0.025107,
5.849160,-0.586261,1.821090,-0.543894,2.580279,-1.741048,-3.268873,0.220052,-1.691357,-1.375186,0.086462,0.057361,
